okres;orp;pohlavi;vek_kat;komplikovany;jip;kyslik;upv;ecmo;delka_hosp;stav;pocet_pac
CZ0711;7102;Z;65+;1;1;1;1;0;15+ dní;Zemřel;4
CZ0513;5102;M;65+;;;1;0;0;8-14 dní;Zemřel;4
CZ0634;6307;M;65+;1;;1;0;0;2 dny;Zemřel;3
CZ0804;8001;M;65+;;;0;0;0;8-14 dní;Zemřel;6
CZ0425;4209;Z;65+;1;1;1;1;0;8-14 dní;Zemřel;1
CZ0317;3112;M;20-64;;;1;0;0;3-7 dní;Propuštěn;40
CZ0316;3111;M;20-64;;;1;0;0;15+ dní;Propuštěn;2
CZ0634;6313;Z;20-64;1;;0;0;0;1 den;Hospitalizován;1
CZ0712;7105;M;65+;;;1;0;0;3-7 dní;Zemřel;4
CZ0317;3110;M;20-64;1;;1;0;0;3-7 dní;Propuštěn;1
CZ0326;3211;Z;20-64;;;0;0;0;2 dny;Propuštěn;2
CZ0532;5309;M;20-64;;;1;0;0;15+ dní;Hospitalizován;2
CZ0427;4214;Z;65+;1;;0;0;0;3-7 dní;Zemřel;5
CZ0634;6307;Z;65+;1;;1;0;0;3-7 dní;Propuštěn;1
CZ0524;5213;M;65+;1;1;0;0;0;2 dny;Zemřel;1
CZ0645;6410;M;65+;1;1;1;1;1;15+ dní;Propuštěn;1
CZ0326;3211;M;65+;;;0;0;0;2 dny;Propuštěn;2
CZ0724;7204;Z;65+;;;1;0;0;1 den;Zemřel;1
CZ0100;0;M;0-19;;;1;0;0;1 den;Propuštěn;1
CZ0314;3108;M;65+;1;1;0;1;0;1 den;Zemřel;1
CZ0805;8017;Z;20-64;;;1;0;0;3-7 dní;Zemřel;1
CZ0323;3209;Z;20-64;;;0;0;0;2 dny;Hospitalizován;1
CZ0201;9999;M;20-64;;;0;0;0;3-7 dní;Propuštěn;1
CZ0412;4103;Z;65+;1;1;1;1;0;15+ dní;Zemřel;2
CZ0522;5207;Z;65+;;;1;0;0;1 den;Zemřel;1
CZ0313;3104;M;65+;;;0;0;0;8-14 dní;Propuštěn;2
CZ0715;7111;M;65+;;;0;0;0;1 den;Propuštěn;2
CZ0514;5104;Z;20-64;;;1;0;0;3-7 dní;Zemřel;1
CZ0532;5311;M;65+;1;1;1;1;0;2 dny;Zemřel;1
CZ0533;5310;M;65+;;;0;0;0;15+ dní;Propuštěn;5
CZ0805;8009;M;65+;;1;0;0;0;15+ dní;Propuštěn;1
CZ020C;2021;Z;65+;;;0;0;0;2 dny;Propuštěn;5
CZ0205;2004;M;20-64;;;1;0;0;8-14 dní;Propuštěn;9
CZ0723;7210;M;65+;1;1;0;0;0;3-7 dní;Zemřel;1
CZ0421;4212;Z;65+;;;1;0;0;2 dny;Zemřel;1
CZ0532;9999;M;20-64;1;;1;0;0;8-14 dní;Hospitalizován;1
CZ0534;5305;M;65+;1;;1;0;0;3-7 dní;Propuštěn;1
CZ0207;2015;M;65+;1;1;1;0;0;8-14 dní;Zemřel;1
CZ0523;5211;Z;65+;1;;0;0;0;2 dny;Zemřel;1
CZ0723;7212;M;65+;;;1;0;0;8-14 dní;Hospitalizován;1
CZ0645;6418;M;20-64;1;1;1;1;0;3-7 dní;Propuštěn;1
CZ0313;3114;Z;65+;;;1;0;0;2 dny;Zemřel;1
CZ0714;7101;M;65+;1;1;1;1;0;15+ dní;Hospitalizován;1
CZ0644;6404;Z;65+;;;0;0;0;2 dny;Propuštěn;4
CZ0647;6420;M;65+;1;;0;0;0;2 dny;Zemřel;2
CZ0722;7208;M;20-64;;;1;0;0;3-7 dní;Zemřel;1
CZ0423;4205;M;65+;;;0;0;0;2 dny;Propuštěn;1
CZ020C;2021;Z;20-64;1;1;1;0;0;15+ dní;Propuštěn;1
CZ0100;0;M;65+;;1;1;0;0;8-14 dní;Propuštěn;55
CZ0521;5205;Z;65+;;;0;0;0;3-7 dní;Propuštěn;29
CZ0427;4214;Z;65+;1;;0;0;0;8-14 dní;Hospitalizován;1
CZ0100;0;Z;20-64;;;1;0;0;3-7 dní;Hospitalizován;12
CZ0322;3205;Z;20-64;;;0;0;0;15+ dní;Propuštěn;2
CZ0646;6419;Z;65+;;;1;0;0;1 den;Propuštěn;1
CZ0643;6416;M;65+;1;1;1;1;0;3-7 dní;Zemřel;1
CZ0324;3210;M;65+;;1;1;0;0;2 dny;Hospitalizován;1
CZ0713;7108;M;65+;;;0;0;0;1 den;Propuštěn;2
CZ0521;5205;M;20-64;1;1;0;1;0;15+ dní;Propuštěn;6
CZ0532;5309;Z;65+;1;;1;0;0;8-14 dní;Hospitalizován;1
CZ0714;7101;M;20-64;;;1;0;0;3-7 dní;Hospitalizován;3
CZ0803;8011;Z;65+;;;1;0;0;8-14 dní;Hospitalizován;3
CZ0643;6416;M;65+;;;0;0;0;15+ dní;Propuštěn;4
CZ0522;5207;M;65+;1;1;0;1;0;3-7 dní;Zemřel;1
CZ0324;3207;M;65+;1;1;0;0;0;3-7 dní;Hospitalizován;1
CZ0715;7106;M;20-64;1;;1;0;0;8-14 dní;Propuštěn;1
CZ0643;6421;Z;65+;;;0;0;0;3-7 dní;Propuštěn;8
CZ0313;3114;Z;65+;;;1;0;0;8-14 dní;Hospitalizován;1
CZ0802;8006;M;20-64;;1;1;0;0;8-14 dní;Propuštěn;3
CZ0424;4210;Z;65+;;;1;0;0;3-7 dní;Zemřel;1
CZ0803;8002;Z;65+;;;1;0;0;15+ dní;Propuštěn;4
CZ0203;2009;Z;65+;1;1;1;0;0;3-7 dní;Propuštěn;1
CZ0325;3208;Z;65+;;;1;0;0;2 dny;Zemřel;1
CZ0205;2012;Z;65+;1;1;0;1;0;3-7 dní;Zemřel;2
CZ0533;5308;M;65+;1;1;1;1;0;15+ dní;Propuštěn;4
CZ0805;8017;M;20-64;;;1;0;0;2 dny;Propuštěn;1
CZ0647;6420;Z;20-64;;;0;0;0;3-7 dní;Hospitalizován;1
CZ0722;7208;Z;65+;1;1;0;1;0;15+ dní;Propuštěn;3
CZ0722;7208;M;65+;1;1;1;1;0;2 dny;Zemřel;1
CZ0325;3208;Z;20-64;;1;1;0;0;2 dny;Zemřel;1
CZ0422;4203;Z;65+;1;;1;0;0;15+ dní;Zemřel;4
CZ0421;4212;Z;65+;;;0;0;0;3-7 dní;Zemřel;2
CZ0721;7203;M;65+;;;0;0;0;8-14 dní;Propuštěn;18
CZ0642;6403;M;65+;1;1;1;0;0;1 den;Zemřel;2
CZ0424;4216;Z;65+;;1;1;0;0;3-7 dní;Zemřel;1
CZ0645;6418;M;65+;1;;1;0;0;15+ dní;Zemřel;1
CZ0633;6310;M;65+;1;1;1;1;0;8-14 dní;Zemřel;3
CZ0522;5204;M;20-64;1;1;0;1;0;8-14 dní;Hospitalizován;1
CZ0512;5110;Z;65+;;;1;0;0;2 dny;Zemřel;1
CZ0202;2002;Z;20-64;1;;1;0;0;8-14 dní;Propuštěn;1
CZ0207;2016;Z;65+;1;;0;0;0;2 dny;Zemřel;1
CZ0511;5101;Z;65+;1;1;1;0;0;3-7 dní;Zemřel;1
CZ0631;6304;M;20-64;;;0;0;0;2 dny;Propuštěn;1
CZ0805;8017;M;20-64;1;1;0;0;0;2 dny;Hospitalizován;1
CZ0712;7107;M;20-64;;;1;0;0;15+ dní;Propuštěn;8
CZ0645;6410;Z;65+;;;1;0;0;1 den;Zemřel;2
CZ0724;7205;M;65+;;;1;0;0;3-7 dní;Hospitalizován;1
CZ020C;2021;Z;20-64;;;0;0;0;3-7 dní;Propuštěn;3
CZ0522;5204;M;65+;;;1;0;0;15+ dní;Zemřel;2
CZ0806;8019;Z;65+;;1;1;0;0;3-7 dní;Propuštěn;3
CZ0316;3117;M;65+;;;0;0;0;3-7 dní;Propuštěn;5
CZ0715;7113;Z;0-19;;;0;0;0;2 dny;Propuštěn;3
CZ0206;2017;M;65+;;;0;0;0;3-7 dní;Zemřel;2
CZ0713;7108;M;65+;1;;1;0;0;3-7 dní;Zemřel;6
CZ0203;2009;M;65+;;;0;0;0;1 den;Propuštěn;1
CZ0803;8011;M;20-64;;;0;0;0;3-7 dní;Propuštěn;13
CZ0801;8003;Z;65+;1;1;1;0;0;15+ dní;Propuštěn;1
CZ0715;7106;Z;65+;;;1;0;0;8-14 dní;Propuštěn;12
CZ0201;2001;Z;65+;;;1;0;0;8-14 dní;Propuštěn;15
CZ0643;6413;M;20-64;;;0;0;0;8-14 dní;Hospitalizován;1
CZ0631;6304;M;65+;;;0;0;0;3-7 dní;Hospitalizován;2
CZ0411;4102;M;0-19;;;0;0;0;2 dny;Propuštěn;1
CZ0426;4213;Z;65+;1;;1;0;0;8-14 dní;Propuštěn;1
CZ0322;3203;Z;20-64;;;1;0;0;3-7 dní;Hospitalizován;1
CZ0208;2019;M;65+;1;1;1;1;0;15+ dní;Zemřel;1
CZ0421;4202;M;65+;;;0;0;0;2 dny;Hospitalizován;1
CZ0523;5209;Z;20-64;1;;1;0;0;8-14 dní;Hospitalizován;1
CZ0806;8019;Z;65+;1;1;0;1;0;8-14 dní;Propuštěn;1
CZ0714;7109;M;20-64;;;1;0;0;1 den;Propuštěn;2
CZ0641;6402;M;65+;;;0;0;0;8-14 dní;Propuštěn;31
CZ0524;5208;M;20-64;;;0;0;0;3-7 dní;Propuštěn;1
CZ020C;2021;M;20-64;;;1;0;0;1 den;Propuštěn;2
CZ0512;5103;M;65+;;;0;0;0;8-14 dní;Hospitalizován;2
CZ0208;2013;M;20-64;;1;0;0;0;3-7 dní;Propuštěn;1
CZ0325;3206;Z;65+;;;1;0;0;8-14 dní;Propuštěn;9
CZ0426;4213;M;65+;1;1;1;1;0;8-14 dní;Hospitalizován;1
CZ0203;2009;Z;65+;1;;1;0;0;8-14 dní;Zemřel;1
CZ0322;3214;M;20-64;;;1;0;0;8-14 dní;Hospitalizován;2
CZ0523;5209;M;65+;;1;1;0;0;3-7 dní;Zemřel;1
CZ0641;6401;Z;65+;;1;1;0;0;8-14 dní;Hospitalizován;1
CZ0326;3211;M;65+;1;;0;0;0;3-7 dní;Zemřel;1
CZ0647;6412;Z;20-64;;;1;0;0;3-7 dní;Hospitalizován;1
CZ0645;6410;M;20-64;1;1;1;1;0;15+ dní;Zemřel;1
CZ0314;3107;M;65+;;1;1;0;0;2 dny;Zemřel;1
CZ0644;6411;Z;20-64;;;0;0;0;3-7 dní;Propuštěn;8
CZ0641;6402;Z;20-64;;;1;0;0;3-7 dní;Propuštěn;7
CZ0314;3108;M;65+;1;;1;0;0;8-14 dní;Zemřel;1
CZ0322;9999;Z;65+;;;0;0;0;8-14 dní;Hospitalizován;1
CZ0715;7113;Z;65+;;;0;0;0;3-7 dní;Zemřel;1
CZ0324;3207;M;20-64;1;1;0;1;0;8-14 dní;Hospitalizován;1
CZ0421;4202;M;20-64;1;1;0;1;0;8-14 dní;Zemřel;4
CZ0646;6415;M;65+;1;1;1;1;0;8-14 dní;Propuštěn;1
CZ0803;8011;M;65+;;;1;0;0;15+ dní;Zemřel;5
CZ0201;2001;Z;65+;;;1;0;0;8-14 dní;Hospitalizován;1
CZ0803;8008;Z;20-64;;1;1;0;0;8-14 dní;Propuštěn;3
CZ0533;5308;M;20-64;;;0;0;0;8-14 dní;Propuštěn;5
CZ0803;8002;M;20-64;;;1;0;0;1 den;Propuštěn;1
CZ020C;2021;Z;65+;1;1;1;0;0;8-14 dní;Zemřel;4
CZ0803;8004;M;65+;1;1;0;1;0;8-14 dní;Zemřel;1
CZ0802;8007;M;20-64;1;;1;0;0;15+ dní;Propuštěn;1
CZ0643;6409;Z;65+;;;1;0;0;15+ dní;Zemřel;1
CZ0311;3102;M;20-64;1;1;0;1;0;15+ dní;Propuštěn;1
CZ0722;7208;Z;20-64;;;1;0;0;15+ dní;Propuštěn;1
CZ0426;4213;Z;65+;1;1;0;1;0;3-7 dní;Hospitalizován;1
CZ0532;5309;M;20-64;;;1;0;0;3-7 dní;Zemřel;4
CZ0643;6416;Z;65+;1;1;1;0;0;8-14 dní;Zemřel;1
CZ0635;6308;Z;20-64;;;0;0;0;1 den;Propuštěn;2
CZ0313;3104;Z;65+;1;;1;0;0;3-7 dní;Propuštěn;1
CZ0802;8006;Z;65+;;;0;0;0;3-7 dní;Propuštěn;16
CZ0723;7212;Z;65+;1;1;1;0;0;15+ dní;Propuštěn;2
CZ0412;4106;Z;20-64;1;1;0;1;0;15+ dní;Propuštěn;1
CZ0724;7205;M;65+;1;1;0;1;0;8-14 dní;Propuštěn;2
CZ0523;5206;M;20-64;1;;1;0;0;8-14 dní;Zemřel;1
CZ0724;7205;M;65+;1;1;1;0;0;8-14 dní;Propuštěn;2
CZ0801;9999;Z;65+;;;0;0;0;2 dny;Propuštěn;1
CZ0643;6417;Z;65+;1;;1;0;0;15+ dní;Zemřel;1
CZ0533;5308;Z;65+;1;1;1;1;0;15+ dní;Zemřel;1
CZ0804;8016;Z;65+;;;0;0;0;8-14 dní;Zemřel;1
CZ0201;2025;Z;65+;;;1;0;0;2 dny;Zemřel;1
CZ0802;8010;Z;65+;1;;1;0;0;8-14 dní;Zemřel;2
CZ0802;8021;M;65+;;1;1;0;0;15+ dní;Propuštěn;2
CZ0321;3202;M;65+;1;;1;0;0;8-14 dní;Propuštěn;2
CZ0723;7212;Z;65+;1;1;0;1;0;15+ dní;Propuštěn;1
CZ0322;3205;M;65+;;;1;0;0;8-14 dní;Propuštěn;28
CZ0645;6418;Z;65+;;;1;0;0;15+ dní;Zemřel;2
CZ0715;9999;M;20-64;1;;1;0;0;3-7 dní;Hospitalizován;1
CZ020A;2005;Z;65+;1;;1;0;0;15+ dní;Zemřel;1
CZ0207;2015;M;20-64;;;0;0;0;2 dny;Hospitalizován;1
CZ0532;5309;Z;65+;1;;1;0;0;8-14 dní;Propuštěn;3
CZ0634;6313;M;65+;1;1;1;1;0;3-7 dní;Propuštěn;2
CZ0712;7107;Z;20-64;1;1;0;0;0;15+ dní;Propuštěn;1
CZ0201;9999;M;65+;1;1;1;0;0;8-14 dní;Zemřel;1
CZ0203;2024;M;65+;;1;1;0;0;8-14 dní;Zemřel;2
CZ0206;2017;Z;65+;;;0;0;0;1 den;Propuštěn;1
CZ0523;5201;Z;65+;;;1;0;0;3-7 dní;Hospitalizován;1
CZ0525;5214;Z;65+;1;1;1;1;0;15+ dní;Propuštěn;2
CZ0802;8021;Z;65+;1;;0;0;0;3-7 dní;Zemřel;1
CZ0642;6403;M;65+;1;1;0;0;0;3-7 dní;Propuštěn;2
CZ0523;5211;M;65+;;1;1;0;0;8-14 dní;Zemřel;1
CZ0644;6404;Z;20-64;;1;1;0;0;15+ dní;Propuštěn;2
CZ0712;7110;M;20-64;;;0;0;0;1 den;Propuštěn;1
CZ0204;2010;M;65+;1;1;0;0;0;2 dny;Zemřel;1
CZ0644;6407;Z;65+;;1;0;0;0;1 den;Zemřel;1
CZ0202;2008;M;20-64;;;1;0;0;15+ dní;Propuštěn;2
CZ0805;8017;Z;65+;;;1;0;0;3-7 dní;Zemřel;17
CZ0532;5303;M;65+;;1;1;0;0;15+ dní;Propuštěn;1
CZ0724;7213;M;65+;1;1;0;1;0;15+ dní;Zemřel;1
CZ0531;5304;Z;65+;;;1;0;0;1 den;Propuštěn;2
CZ0714;7109;M;65+;;;0;0;0;3-7 dní;Hospitalizován;2
CZ0100;0;M;20-64;1;1;0;1;0;8-14 dní;Zemřel;4
CZ0645;6406;Z;20-64;;1;1;0;0;8-14 dní;Propuštěn;1
CZ0100;0;M;20-64;;;0;0;0;1 den;Zemřel;1
CZ0532;5311;Z;65+;1;1;1;1;0;8-14 dní;Zemřel;1
CZ0712;7105;Z;65+;;;0;0;0;8-14 dní;Propuštěn;18
CZ0207;2016;M;65+;;;0;0;0;3-7 dní;Zemřel;1
CZ0323;3209;Z;65+;1;1;0;1;0;8-14 dní;Zemřel;1
CZ0642;6403;Z;20-64;1;1;1;1;0;15+ dní;Hospitalizován;1
CZ0804;8005;Z;20-64;;;1;0;0;3-7 dní;Propuštěn;3
CZ0802;8010;Z;65+;1;1;0;1;0;3-7 dní;Zemřel;1
CZ0642;6403;M;65+;1;1;1;0;0;3-7 dní;Propuštěn;2
CZ0634;6313;M;20-64;;;0;0;0;3-7 dní;Hospitalizován;1
CZ0802;8007;M;65+;1;;1;0;0;15+ dní;Propuštěn;1
CZ0712;7107;M;65+;;1;1;0;0;3-7 dní;Propuštěn;2
CZ0424;9999;Z;65+;;;1;0;0;3-7 dní;Propuštěn;1
CZ020B;2023;M;65+;;1;1;0;0;8-14 dní;Hospitalizován;3
CZ0512;5103;M;65+;;;1;0;0;8-14 dní;Hospitalizován;2
CZ0525;5203;Z;65+;1;;1;0;0;3-7 dní;Zemřel;2
CZ0715;9999;Z;65+;;;1;0;0;8-14 dní;Propuštěn;1
CZ0523;5209;M;65+;;;1;0;0;2 dny;Hospitalizován;2
CZ0801;8003;M;65+;1;;1;0;0;3-7 dní;Zemřel;6
CZ0411;4105;M;65+;1;1;0;1;0;15+ dní;Propuštěn;1
CZ0523;5201;M;20-64;1;1;0;1;0;3-7 dní;Hospitalizován;1
CZ0324;3212;Z;20-64;;;1;0;0;3-7 dní;Propuštěn;5
CZ0802;8010;Z;65+;;;0;0;0;15+ dní;Zemřel;1
CZ0641;6402;M;65+;;;1;0;0;1 den;Propuštěn;2
CZ0316;3101;M;65+;1;1;1;0;0;8-14 dní;Zemřel;1
CZ0534;5301;M;65+;1;1;1;1;0;15+ dní;Zemřel;1
CZ0513;5105;M;65+;;;1;0;0;15+ dní;Propuštěn;32
CZ0721;7202;Z;20-64;;;0;0;0;8-14 dní;Propuštěn;1
CZ0806;8019;Z;20-64;;;1;0;0;8-14 dní;Propuštěn;40
CZ0209;2003;M;20-64;1;1;0;1;0;15+ dní;Zemřel;1
CZ0201;2025;Z;65+;;;1;0;0;1 den;Propuštěn;1
CZ0804;8012;Z;65+;1;;0;0;0;3-7 dní;Zemřel;2
CZ0316;3117;M;20-64;;;1;0;0;3-7 dní;Hospitalizován;1
CZ0644;6404;M;65+;;1;1;0;0;3-7 dní;Zemřel;3
CZ0204;2010;M;65+;;;1;0;0;1 den;Propuštěn;8
CZ0531;5302;M;65+;;;0;0;0;8-14 dní;Propuštěn;2
CZ020B;2023;M;65+;1;1;0;1;0;8-14 dní;Zemřel;1
CZ0315;3116;M;65+;;;1;0;0;8-14 dní;Propuštěn;13
CZ0714;7109;Z;20-64;1;1;0;1;0;8-14 dní;Propuštěn;1
CZ0421;4202;M;20-64;1;1;1;0;0;3-7 dní;Hospitalizován;1
CZ0642;6403;Z;65+;;1;0;0;0;8-14 dní;Propuštěn;6
CZ0801;8020;M;65+;1;1;1;1;0;8-14 dní;Zemřel;1
CZ0525;5203;M;65+;;;0;0;0;3-7 dní;Hospitalizován;1
CZ0427;4214;Z;0-19;;1;0;0;0;3-7 dní;Propuštěn;1
CZ0423;4208;M;20-64;1;1;0;0;0;3-7 dní;Hospitalizován;1
CZ0513;5105;M;20-64;;;0;0;0;15+ dní;Propuštěn;6
CZ0324;3207;M;65+;;;0;0;0;8-14 dní;Zemřel;1
CZ0315;3109;M;20-64;1;;1;0;0;8-14 dní;Zemřel;1
CZ0723;7206;M;65+;;;0;0;0;15+ dní;Propuštěn;1
CZ0423;4205;Z;65+;;1;1;0;0;3-7 dní;Zemřel;1
CZ0724;7204;M;65+;1;1;0;1;0;3-7 dní;Zemřel;1
CZ0202;2002;M;65+;;;1;0;0;3-7 dní;Zemřel;8
CZ0413;4107;M;65+;;;1;0;0;3-7 dní;Zemřel;14
CZ0412;4103;Z;65+;1;1;0;1;0;8-14 dní;Zemřel;2
CZ0801;8020;M;65+;1;1;1;1;1;15+ dní;Zemřel;1
CZ0321;3202;Z;65+;1;1;0;0;0;2 dny;Zemřel;2
CZ0425;4209;Z;65+;1;1;0;0;0;15+ dní;Zemřel;1
CZ0324;3210;Z;20-64;1;1;0;1;0;8-14 dní;Hospitalizován;1
CZ0421;4215;Z;65+;;;1;0;0;8-14 dní;Zemřel;1
CZ0714;7104;Z;65+;;;1;0;0;15+ dní;Propuštěn;4
CZ0511;5106;M;65+;;;0;0;0;2 dny;Propuštěn;1
CZ0511;5106;M;65+;;;0;0;0;3-7 dní;Hospitalizován;1
CZ0323;9999;M;65+;;;1;0;0;15+ dní;Hospitalizován;1
CZ0426;4201;M;65+;1;1;0;1;0;2 dny;Zemřel;1
CZ0312;3106;Z;20-64;1;1;1;0;0;15+ dní;Propuštěn;1
CZ0421;4202;M;20-64;1;1;0;0;0;8-14 dní;Zemřel;1
CZ0323;9999;Z;65+;;;0;0;0;8-14 dní;Propuštěn;3
CZ0325;3206;Z;65+;;;1;0;0;15+ dní;Propuštěn;3
CZ0523;5209;M;65+;1;;1;0;0;8-14 dní;Hospitalizován;1
CZ0804;8016;M;0-19;;;0;0;0;2 dny;Propuštěn;1
CZ0531;5302;Z;20-64;;;1;0;0;3-7 dní;Hospitalizován;1
CZ0423;4208;Z;65+;;;0;0;0;1 den;Propuštěn;2
CZ0723;7206;M;65+;1;1;0;1;0;8-14 dní;Propuštěn;1
CZ0642;9999;Z;20-64;;;0;0;0;1 den;Propuštěn;1
CZ0534;5315;Z;20-64;1;;1;0;0;2 dny;Zemřel;1
CZ0724;7213;Z;20-64;;;0;0;0;1 den;Propuštěn;2
CZ0723;7206;Z;65+;;;1;0;0;2 dny;Propuštěn;1
CZ0421;4202;Z;65+;1;1;1;0;0;8-14 dní;Propuštěn;4
CZ0511;5101;Z;65+;;1;1;0;0;3-7 dní;Zemřel;1
CZ0803;8002;Z;65+;;;0;0;0;15+ dní;Propuštěn;15
CZ0633;6303;Z;65+;;;1;0;0;3-7 dní;Propuštěn;5
CZ0806;8019;Z;20-64;1;1;0;1;0;3-7 dní;Hospitalizován;1
CZ0411;4105;M;65+;;1;0;0;0;8-14 dní;Propuštěn;1
CZ0805;8009;Z;65+;;;1;0;0;8-14 dní;Propuštěn;21
CZ0802;8006;M;65+;;;1;0;0;15+ dní;Hospitalizován;1
CZ0632;6312;Z;65+;1;1;1;1;0;3-7 dní;Zemřel;1
CZ0714;9999;Z;20-64;1;1;1;0;0;8-14 dní;Propuštěn;1
CZ0511;5101;Z;20-64;1;1;1;0;0;15+ dní;Zemřel;1
CZ0413;4107;Z;20-64;1;1;1;1;0;8-14 dní;Zemřel;3
CZ0724;7213;Z;65+;;;1;0;0;8-14 dní;Hospitalizován;3
CZ0802;8007;M;20-64;1;1;1;1;0;15+ dní;Propuštěn;2
CZ0634;6307;M;65+;1;1;1;1;0;3-7 dní;Propuštěn;1
CZ0712;7107;M;65+;;1;0;0;0;8-14 dní;Propuštěn;1
CZ0647;6420;Z;65+;1;1;1;0;0;15+ dní;Zemřel;1
CZ0201;9999;M;65+;;;1;0;0;3-7 dní;Zemřel;1
CZ0411;4102;M;65+;1;1;1;1;0;15+ dní;Hospitalizován;1
CZ0100;0;M;65+;1;1;1;0;0;3-7 dní;Zemřel;28
CZ0424;4210;Z;65+;;;1;0;0;8-14 dní;Propuštěn;11
CZ0643;6416;Z;65+;1;1;0;1;0;8-14 dní;Zemřel;1
CZ0100;0;Z;20-64;;;0;0;0;2 dny;Propuštěn;41
CZ0324;9999;Z;65+;;;1;0;0;8-14 dní;Hospitalizován;1
CZ0531;5304;Z;65+;1;1;0;1;0;2 dny;Zemřel;1
CZ0313;9999;Z;65+;;;1;0;0;2 dny;Hospitalizován;1
CZ0805;8017;M;20-64;;;0;0;0;8-14 dní;Hospitalizován;1
CZ0525;5203;M;20-64;1;;1;0;0;8-14 dní;Hospitalizován;1
CZ0632;6305;M;20-64;;;0;0;0;3-7 dní;Hospitalizován;2
CZ0722;7208;M;65+;1;1;1;0;0;8-14 dní;Propuštěn;1
CZ0724;7205;M;65+;;;1;0;0;3-7 dní;Propuštěn;4
CZ0208;2013;M;65+;1;1;0;1;0;15+ dní;Propuštěn;1
CZ0513;5102;Z;20-64;1;1;1;0;0;8-14 dní;Zemřel;1
CZ0523;5206;M;65+;;1;0;0;0;8-14 dní;Propuštěn;2
CZ0806;8019;M;20-64;1;1;0;0;0;1 den;Propuštěn;1
CZ0423;4205;Z;65+;;;1;0;0;15+ dní;Propuštěn;11
CZ0646;6415;M;65+;;;0;0;0;8-14 dní;Propuštěn;3
CZ0722;7208;M;65+;1;;0;0;0;8-14 dní;Propuštěn;1
CZ0531;5302;Z;65+;;;1;0;0;3-7 dní;Hospitalizován;3
CZ0324;3212;Z;20-64;;1;1;0;0;8-14 dní;Propuštěn;1
CZ0325;3208;Z;20-64;1;1;0;1;0;8-14 dní;Propuštěn;1
CZ0325;3206;M;65+;;;1;0;0;15+ dní;Hospitalizován;2
CZ0642;6403;Z;20-64;1;1;0;1;0;8-14 dní;Propuštěn;1
CZ0532;9999;M;65+;;;0;0;0;3-7 dní;Hospitalizován;1
CZ0711;7102;Z;65+;1;1;0;1;0;15+ dní;Zemřel;1
CZ0325;3208;Z;65+;;1;1;0;0;3-7 dní;Propuštěn;1
CZ0802;8010;M;20-64;;;1;0;0;3-7 dní;Propuštěn;2
CZ0325;3208;Z;20-64;1;1;1;0;0;8-14 dní;Propuštěn;2
CZ0714;7109;Z;20-64;1;1;1;0;0;3-7 dní;Zemřel;1
CZ0804;8005;Z;20-64;1;1;0;1;0;3-7 dní;Propuštěn;1
CZ0317;3110;M;65+;;;0;0;0;3-7 dní;Propuštěn;3
CZ0534;5314;M;65+;1;1;1;1;0;3-7 dní;Zemřel;1
CZ0711;7102;M;20-64;;1;0;0;0;8-14 dní;Propuštěn;1
CZ0423;4208;M;65+;;;1;0;0;3-7 dní;Hospitalizován;3
CZ0100;0;M;0-19;;1;0;0;0;8-14 dní;Propuštěn;3
CZ0523;5206;Z;65+;1;1;1;1;0;3-7 dní;Zemřel;1
CZ0100;0;M;65+;1;;1;0;0;15+ dní;Propuštěn;53
CZ0803;8002;Z;20-64;;;0;0;0;2 dny;Propuštěn;2
CZ0422;4204;M;20-64;1;1;1;1;0;3-7 dní;Zemřel;1
CZ0311;3115;M;20-64;;;1;0;0;3-7 dní;Propuštěn;2
CZ0642;6403;Z;20-64;1;1;1;0;0;8-14 dní;Propuštěn;8
CZ0521;5205;M;65+;1;1;1;0;0;15+ dní;Zemřel;6
CZ0325;3208;Z;65+;;;0;0;0;3-7 dní;Propuštěn;13
CZ0643;6416;Z;65+;;;1;0;0;15+ dní;Propuštěn;13
CZ0523;5209;M;20-64;1;1;0;1;0;15+ dní;Hospitalizován;1
CZ0315;3116;M;65+;1;1;1;0;0;8-14 dní;Propuštěn;1
CZ0523;5211;M;65+;1;;1;0;0;8-14 dní;Zemřel;1
CZ0533;5308;Z;20-64;;;1;0;0;3-7 dní;Propuštěn;4
CZ0525;5203;Z;65+;;;1;0;0;8-14 dní;Hospitalizován;3
CZ0645;6406;M;65+;;1;1;0;0;8-14 dní;Propuštěn;5
CZ0313;3114;Z;20-64;;;1;0;0;3-7 dní;Propuštěn;1
CZ0532;5309;Z;65+;;;1;0;0;3-7 dní;Hospitalizován;10
CZ0633;6310;M;20-64;;1;0;0;0;2 dny;Propuštěn;1
CZ0647;6420;M;65+;1;;1;0;0;2 dny;Zemřel;6
CZ0312;3103;M;65+;1;1;1;1;0;15+ dní;Zemřel;1
CZ0534;5315;M;20-64;1;1;1;1;0;3-7 dní;Propuštěn;1
CZ0513;5105;Z;20-64;1;1;0;1;0;8-14 dní;Propuštěn;1
CZ0645;6410;M;20-64;;;0;0;0;3-7 dní;Propuštěn;19
CZ0635;6301;M;65+;;;1;0;0;3-7 dní;Zemřel;4
CZ0643;6417;M;20-64;;;1;0;0;8-14 dní;Propuštěn;9
CZ0805;8009;Z;65+;;;0;0;0;3-7 dní;Hospitalizován;1
CZ0314;3107;Z;20-64;;1;0;0;0;8-14 dní;Propuštěn;1
